promotion,bouts,fighters,mean_rating,median_rating,p75_rating,vs_ufc,ratable
Combat Games MMA,2,3,-0.2231,-0.2231,0.2667,-0.6998,False
Thunder & Lightning,1,2,-0.2231,-0.2231,0.0218,-0.6998,False
Ablay FC,1,2,-0.2231,-0.2231,-0.017,-0.6998,False
Shamrock Events,5,6,-0.2248,-0.2019,0.0051,-0.7015,False
ExciteFight,2,4,-0.2253,-0.2275,-0.0661,-0.702,False
CFT,3,5,-0.2267,-0.4551,-0.0624,-0.7034,False
Shooto Finland,3,6,-0.2271,-0.3094,-0.0771,-0.7038,False
Rogue Fights,2,4,-0.2273,-0.2433,0.0036,-0.704,False
Brutaal Fight Night,3,4,-0.2279,-0.4893,0.1069,-0.7046,False
RSF,2,4,-0.228,0.0433,0.1104,-0.7047,False
Vale Tudo MMA Academy,2,4,-0.2294,0.0017,0.2262,-0.7061,False
Brutaal Genesis Iowa,2,4,-0.2308,-0.3004,0.0436,-0.7075,False
Expocombat,1,2,-0.2326,-0.2326,-0.1393,-0.7093,False
Elton Monstro Fight Team,2,4,-0.2341,-0.4564,-0.0011,-0.7108,False
RM,1,2,-0.2347,-0.2347,-0.1467,-0.7114,False
TW,1,2,-0.2358,-0.2358,-0.1436,-0.7125,False
Falcon,3,5,-0.2368,-0.1382,0.1112,-0.7135,False
Battle on Tsna,1,2,-0.2373,-0.2373,0.0127,-0.714,False
ZF Promotion,1,2,-0.2373,-0.2373,0.0127,-0.714,False
Brutaal Genesis Fight Night,54,46,-0.2384,-0.5356,0.1543,-0.7151,True
Infinity Fight Team,2,3,-0.2392,-0.1891,0.0264,-0.7159,False
WKC MMA,5,8,-0.2397,-0.1777,0.1755,-0.7164,False
Fight Lounge,1,2,-0.2421,-0.2421,0.1561,-0.7188,False
WCFL,10,15,-0.2428,-0.3048,0.1698,-0.7195,False
Leo Max Man's Club,1,2,-0.2443,-0.2443,-0.1549,-0.721,False
WWFC / UAFC,1,2,-0.2443,-0.2443,-0.1549,-0.721,False
Monster Octagon Fight,2,4,-0.2456,-0.1402,0.0792,-0.7223,False
Cage Fight Championship,1,2,-0.246,-0.246,-0.2021,-0.7227,False
Matchmaker,3,4,-0.2468,-0.1852,-0.1852,-0.7235,False
Shoutout Fight League,1,2,-0.2473,-0.2473,0.0062,-0.724,False
Golden Fist Gym,1,2,-0.2473,-0.2473,0.0062,-0.724,False
RLFC MMA,1,2,-0.2475,-0.2475,0.0061,-0.7242,False
X-1 World Events,5,7,-0.2481,0.0046,0.0046,-0.7248,False
Steve Rivera's Elite Wrestling,2,4,-0.2501,-0.2803,-0.0272,-0.7268,False
FFM,3,4,-0.2519,-0.2836,0.2495,-0.7286,False
ICE Fighter,1,2,-0.2522,-0.2522,-0.0535,-0.7289,False
Draka MMA,1,2,-0.2548,-0.2548,-0.1689,-0.7315,False
Big3 MMA Productions,1,2,-0.2561,-0.2561,-0.1706,-0.7328,False
UGB MMA Championship,1,2,-0.2561,-0.2561,-0.1706,-0.7328,False
Philippine Encuentro Championship,1,2,-0.2561,-0.2561,-0.1706,-0.7328,False
MMA by the Bay,1,2,-0.2588,-0.2588,-0.1743,-0.7355,False
Federation of MMA of Russia,2,4,-0.2623,-0.2273,0.3079,-0.739,False
Kondzilla Fight Night,2,3,-0.2646,-0.437,-0.249,-0.7413,False
Lyon Fighting Championship,2,4,-0.2659,-0.2904,-0.0798,-0.7426,False
LMS,1,2,-0.2659,-0.2659,-0.1837,-0.7426,False
Immortal Champions,1,2,-0.2662,-0.2662,-0.1841,-0.7429,False
BW,1,2,-0.2686,-0.2686,0.2275,-0.7453,False
T2T,1,2,-0.2689,-0.2689,-0.1876,-0.7456,False
XCP,1,2,-0.2689,-0.2689,-0.1876,-0.7456,False
CPWC,3,5,-0.27,-0.3374,-0.3272,-0.7467,False
North Iowa Fights,4,8,-0.2706,-0.3731,-0.0895,-0.7473,False
Dacheng Wuyi,6,7,-0.2713,-0.4583,-0.3051,-0.748,False
AFP,2,4,-0.2732,-0.0544,0.0987,-0.7499,False
Virginia Cage Fighting Championships,2,3,-0.2736,-0.2736,-0.1143,-0.7503,False
A Batalha,1,2,-0.275,-0.275,-0.0115,-0.7517,False
CZ Fight,1,2,-0.275,-0.275,-0.0115,-0.7517,False
Jua Fight,1,2,-0.275,-0.275,-0.0115,-0.7517,False
Best Combat MMA,1,2,-0.275,-0.275,-0.0115,-0.7517,False
SRFC,1,2,-0.275,-0.275,-0.0115,-0.7517,False
OO,1,2,-0.2803,-0.2803,-0.2029,-0.757,False
AMMAFL,1,2,-0.2803,-0.2803,-0.2029,-0.757,False
Cagefest Xtreme,2,3,-0.2803,-0.2803,-0.1255,-0.757,False
IWFC,1,2,-0.2803,-0.2803,-0.2029,-0.757,False
CPW,1,2,-0.2803,-0.2803,-0.2029,-0.757,False
Barbarian Fight Club,1,2,-0.2803,-0.2803,-0.2029,-0.757,False
VTRI,1,2,-0.2812,-0.2812,-0.2041,-0.7579,False
MD,1,2,-0.2812,-0.2812,-0.2041,-0.7579,False
Radio 96 FM,1,2,-0.2823,-0.2823,-0.1278,-0.759,False
Brother's Octagon Fight,3,5,-0.2831,-0.3068,0.0958,-0.7598,False
HW,1,2,-0.2836,-0.2836,-0.017,-0.7603,False
YTYT,1,2,-0.2836,-0.2836,-0.017,-0.7603,False
UIC,1,2,-0.2836,-0.2836,-0.017,-0.7603,False
LOF,5,7,-0.2868,-0.1146,0.1921,-0.7635,False
HS,1,2,-0.2889,-0.2889,-0.2143,-0.7656,False
Arene des Sacres,1,2,-0.2904,-0.2904,-0.2163,-0.7671,False
CGBS,1,2,-0.2908,-0.2908,-0.2168,-0.7675,False
Crixus MMA,1,2,-0.2908,-0.2908,-0.2168,-0.7675,False
Dome Of War,1,2,-0.2928,-0.2928,0.0815,-0.7695,False
SEAFC,5,7,-0.2936,-0.2791,-0.1948,-0.7703,False
FR,1,2,-0.2937,-0.2937,-0.2221,-0.7704,False
Cage Titans,1,2,-0.2954,-0.2954,-0.0246,-0.7721,False
UGB MMA,1,2,-0.296,-0.296,-0.2237,-0.7727,False
MCP,1,2,-0.2964,-0.2964,-0.0967,-0.7731,False
Warriors Fight Promotion,1,2,-0.2966,-0.2966,-0.2245,-0.7733,False
24/7 Entertainment 16 &,2,4,-0.2966,-0.1511,0.4131,-0.7733,False
PS,1,2,-0.2967,-0.2967,-0.1258,-0.7734,False
HOG,1,2,-0.298,-0.298,-0.0262,-0.7747,False
ICF,3,4,-0.2985,-0.3161,-0.1832,-0.7752,False
ITFS,1,2,-0.3005,-0.3005,-0.2298,-0.7772,False
TG,2,2,-0.3019,-0.3019,0.3932,-0.7786,False
CPL,1,2,-0.3036,-0.3036,-0.298,-0.7803,False
Night of Warriors,1,2,-0.3037,-0.3037,-0.2339,-0.7804,False
KFS,1,2,-0.3037,-0.3037,-0.2339,-0.7804,False
Fronteira Fight,3,6,-0.3059,-0.4201,-0.3194,-0.7826,False
Armageddon MMA,1,2,-0.3067,-0.3067,-0.238,-0.7834,False
MMA Espana,1,2,-0.3067,-0.3067,-0.238,-0.7834,False
KA,1,2,-0.3088,-0.3088,-0.2407,-0.7855,False
Striker MMA,1,2,-0.3091,-0.3091,-0.0768,-0.7858,False
VFL,3,5,-0.3097,-0.1255,-0.0152,-0.7864,False
BONO,2,4,-0.3104,-0.3986,-0.2859,-0.7871,False
FCBB,1,2,-0.3113,-0.3113,-0.244,-0.788,False
WCA,1,2,-0.3113,-0.3113,-0.244,-0.788,False
PLMMA 58 / AFC 2 / MMA Cup,1,2,-0.3113,-0.3113,-0.244,-0.788,False
VFN,15,22,-0.3121,-0.3025,0.215,-0.7888,False
FNE,2,4,-0.3126,-0.3706,-0.0865,-0.7893,False
TCT,1,2,-0.3151,-0.3151,-0.2491,-0.7918,False
UCW,1,2,-0.3151,-0.3151,-0.2491,-0.7918,False
Caged Warrior Combat,1,2,-0.3151,-0.3151,-0.2491,-0.7918,False
RRR Promotions,2,3,-0.3163,-0.3163,-0.1852,-0.793,False
AKAMMF Pro,1,2,-0.3163,-0.3163,-0.2507,-0.793,False
Colombia Fighting Championship,1,2,-0.3163,-0.3163,-0.2507,-0.793,False
Sammai Uba,2,3,-0.3163,-0.3163,-0.1852,-0.793,False
Feria Santa Rita,1,2,-0.3163,-0.3163,-0.2507,-0.793,False
Arena Games,1,2,-0.3163,-0.3163,-0.2507,-0.793,False
MFC South Africa,1,2,-0.3176,-0.3176,-0.2525,-0.7943,False
RFN,6,9,-0.3179,-0.3638,0.1026,-0.7946,False
BAC,2,3,-0.3182,-0.2442,-0.0653,-0.7949,False
IC,9,15,-0.3185,-0.4651,0.1943,-0.7952,False
NTF,2,4,-0.3205,-0.092,0.204,-0.7972,False
TC,7,12,-0.321,-0.3912,-0.3163,-0.7977,False
Kongs Fighting Championship,1,2,-0.3211,-0.3211,-0.1379,-0.7978,False
Gape Fight Night,2,4,-0.3231,-0.271,0.0543,-0.7998,False
Rocktagon,2,4,-0.3231,-0.4263,-0.2087,-0.7998,False
Naciones,3,5,-0.3256,-0.3278,-0.2082,-0.8023,False
FEM,1,2,-0.3258,-0.3258,-0.1791,-0.8025,False
Underdog Xtreme Championships,1,2,-0.3268,-0.3268,-0.2647,-0.8035,False
TAO MMA,1,2,-0.3288,-0.3288,-0.2674,-0.8055,False
Legacy Amateur Series,1,2,-0.3346,-0.3346,-0.2751,-0.8113,False
DFL,2,4,-0.3367,-0.0068,0.0923,-0.8134,False
Beastmode Productions,3,6,-0.3386,-0.4223,0.0597,-0.8153,False
Global Knockout,1,2,-0.3397,-0.3397,-0.1632,-0.8164,False
King of the Cage Lithuania,9,13,-0.3465,-0.2957,-0.1238,-0.8232,False
CMMA,4,8,-0.3468,-0.2881,0.0315,-0.8235,False
NK,1,2,-0.3487,-0.3487,-0.2939,-0.8254,False
CAMGFC,1,2,-0.3502,-0.3502,-0.0595,-0.8269,False
Warrior FC,7,9,-0.3521,-0.6424,0.2448,-0.8288,False
BFN,8,14,-0.354,-0.3336,-0.0103,-0.8307,False
ITS,1,2,-0.3549,-0.3549,-0.0625,-0.8316,False
South American Fight,1,2,-0.3549,-0.3549,-0.0625,-0.8316,False
PSF,1,2,-0.3549,-0.3549,-0.0625,-0.8316,False
Pinnacle Combat,2,4,-0.3569,-0.2565,0.2126,-0.8336,False
Heroic Battle,1,2,-0.357,-0.357,-0.3048,-0.8337,False
112 Fight Academy,1,2,-0.3579,-0.3579,-0.186,-0.8346,False
YBN,1,2,-0.3584,-0.3584,-0.3066,-0.8351,False
Noc Valecniku,1,2,-0.3584,-0.3584,-0.3066,-0.8351,False
Yorkshire MMA Championships,2,3,-0.36,-0.36,-0.2577,-0.8367,False
CFX,13,15,-0.3602,-0.5842,0.2462,-0.8369,False
Warriors Combat,1,2,-0.3602,-0.3602,-0.3091,-0.8369,False
MTF,5,6,-0.3603,-0.449,0.034,-0.837,False
Spartan,2,3,-0.3627,-0.3627,-0.2622,-0.8394,False
KV Arena Max,1,2,-0.3629,-0.3629,-0.2592,-0.8396,False
FC,2,4,-0.3662,-0.0871,0.2604,-0.8429,False
Nomad MMA / N1 Pro / WFN,1,2,-0.3688,-0.3688,0.0894,-0.8455,False
MOF,13,13,-0.3698,-0.3571,0.0264,-0.8465,False
IR,1,2,-0.3723,-0.3723,-0.3251,-0.849,False
TS,1,2,-0.3724,-0.3724,-0.3253,-0.8491,False
UFG,1,2,-0.375,-0.375,-0.2723,-0.8517,False
UDC Internacional,2,4,-0.3775,-0.5328,0.3568,-0.8542,False
JF,1,2,-0.3785,-0.3785,-0.3335,-0.8552,False
ACM,1,2,-0.3793,-0.3793,-0.2127,-0.856,False
BFF,2,3,-0.381,-0.437,-0.3653,-0.8577,False
Strike1,1,2,-0.381,-0.381,-0.3367,-0.8577,False
Adrenalin Fight Nights,1,2,-0.381,-0.381,-0.3367,-0.8577,False
Warrior,2,3,-0.3868,-0.2844,-0.1322,-0.8635,False
IBF Baltic Championship,1,2,-0.3875,-0.3875,0.0613,-0.8642,False
GAMMA Championship,1,2,-0.3902,-0.3902,-0.3489,-0.8669,False
Pride Martial Arts Training Center,1,2,-0.3902,-0.3902,-0.3489,-0.8669,False
Voronezh MMA Federation,2,4,-0.3949,-0.2785,0.2008,-0.8716,False
FTD,5,8,-0.3953,-0.124,0.2643,-0.872,False
PCP,2,4,-0.3984,-0.2443,-0.0041,-0.8751,False
NKF,1,2,-0.3992,-0.3992,-0.3609,-0.8759,False
Gold Warriors MMA,1,2,-0.4013,-0.4013,-0.2671,-0.878,False
Power Fighting Championship,1,2,-0.4031,-0.4031,-0.366,-0.8798,False
Kuzbass MMA Federation,1,2,-0.404,-0.404,-0.2435,-0.8807,False
Nokaut Fighting Championship,1,2,-0.4058,-0.4058,-0.3697,-0.8825,False
Adventure Fighters Tournament,12,16,-0.4079,-0.2599,0.2688,-0.8846,False
IFA,1,2,-0.4081,-0.4081,-0.3727,-0.8848,False
Supreme Cage,2,4,-0.4106,0.2026,0.4997,-0.8873,False
Reunion Promotion,1,2,-0.4117,-0.4117,-0.0983,-0.8884,False
Wolf Fight Promotion,2,3,-0.4117,-0.4117,0.215,-0.8884,False
Dominance FC 3.0,1,2,-0.4117,-0.4117,-0.0983,-0.8884,False
MMA Cage Fights,1,2,-0.4117,-0.4117,-0.0983,-0.8884,False
Garda,1,2,-0.4117,-0.4117,-0.0983,-0.8884,False
ISFA,2,4,-0.4132,-0.2141,0.0036,-0.8899,False
Caestus,2,4,-0.4141,-0.1616,-0.0161,-0.8908,False
Liga X13,1,2,-0.4184,-0.4184,-0.2927,-0.8951,False
CES MMA,1,2,-0.4207,-0.4207,-0.1973,-0.8974,False
MMA dos Santos,1,2,-0.4215,-0.4215,-0.1045,-0.8982,False
RXC Open,1,2,-0.4215,-0.4215,-0.1045,-0.8982,False
Vilamir Challengers,1,2,-0.4215,-0.4215,-0.1045,-0.8982,False
Familia Furacao,1,2,-0.4226,-0.4226,-0.0381,-0.8993,False
Coliseum Gladiator MMA,1,2,-0.424,-0.424,-0.3938,-0.9007,False
Fearless,3,4,-0.424,-0.424,-0.3636,-0.9007,False
DE,1,2,-0.425,-0.425,-0.1135,-0.9017,False
915 MMA,1,2,-0.4263,-0.4263,-0.3969,-0.903,False
Triple A,1,2,-0.4289,-0.4289,-0.4003,-0.9056,False
YKC,2,4,-0.4304,-0.4262,0.1687,-0.9071,False
UCL,1,2,-0.4324,-0.4324,-0.2921,-0.9091,False
Fight On,1,2,-0.433,-0.433,-0.2485,-0.9097,False
WH,2,3,-0.433,-0.4942,0.358,-0.9097,False
Absolute Combat Federation,7,11,-0.4346,-0.3716,-0.3336,-0.9113,False
Sambo Club Belisce,8,11,-0.4353,-0.3732,-0.3336,-0.912,False
Backstreet Fights,1,2,-0.4353,-0.4353,-0.4088,-0.912,False
Adrenalina MMA / Infinity Fight Team,2,4,-0.4398,-0.3809,-0.2612,-0.9165,False
Studsport,2,3,-0.4437,-0.6501,-0.3567,-0.9204,False
iFF,2,4,-0.445,-0.2252,-0.0169,-0.9217,False
Camp Lejeune,1,2,-0.4461,-0.4461,-0.3146,-0.9228,False
AFU,4,6,-0.4464,-0.1069,0.5085,-0.9231,False
Lords of Combat,1,2,-0.4525,-0.4525,-0.4316,-0.9292,False
COP,1,2,-0.4529,-0.4529,-0.4321,-0.9296,False
Ringside Ticket / HD MMA,1,2,-0.453,-0.453,-0.4324,-0.9297,False
Glorious Fight Events,1,2,-0.458,-0.458,-0.3773,-0.9347,False
DEK,1,2,-0.4595,-0.4595,-0.4409,-0.9362,False
MOTC,5,7,-0.46,-0.5178,-0.3727,-0.9367,False
Say Uncle Promotions,1,2,-0.4635,-0.4635,-0.378,-0.9402,False
NBR,2,4,-0.464,-0.4983,-0.4239,-0.9407,False
FC Rio Maria,1,2,-0.4683,-0.4683,-0.4527,-0.945,False
BC Fight,1,2,-0.4683,-0.4683,-0.4527,-0.945,False
FBB,1,2,-0.4683,-0.4683,-0.4527,-0.945,False
NOH,1,2,-0.4686,-0.4686,-0.3788,-0.9453,False
Campeonato Villeta,1,2,-0.4726,-0.4726,-0.3289,-0.9493,False
Nxt Gen Entertainment,1,2,-0.4756,-0.4756,-0.4623,-0.9523,False
AFO,3,5,-0.4838,-0.7106,-0.3749,-0.9605,False
Brutaal,4,5,-0.4853,-0.4893,-0.4893,-0.962,False
FC5,1,2,-0.4892,-0.4892,-0.2912,-0.9659,False
WT,1,2,-0.4892,-0.4892,-0.0912,-0.9659,False
RMBB,1,2,-0.4909,-0.4909,-0.1479,-0.9676,False
BCP,1,2,-0.4909,-0.4909,-0.1479,-0.9676,False
Fight Night Finland,3,6,-0.492,-0.3596,0.0296,-0.9687,False
Eric Favre Nation MMA,1,2,-0.4956,-0.4956,-0.3906,-0.9723,False
Knights Of Moscow Oblast Ring,1,2,-0.4977,-0.4977,-0.1521,-0.9744,False
Kaliningrad MMA Federation,1,2,-0.4977,-0.4977,-0.1521,-0.9744,False
ACFC,1,2,-0.5,-0.5,-0.4947,-0.9767,False
XKK,1,2,-0.503,-0.503,-0.1554,-0.9797,False
Iowa Challenge,1,2,-0.503,-0.503,-0.1554,-0.9797,False
Gladiators,1,2,-0.503,-0.503,-0.1554,-0.9797,False
Seconds Out / Vivid MMA,1,2,-0.503,-0.503,-0.1554,-0.9797,False
Suomen Vapaaotteluliitto,1,2,-0.5162,-0.5162,-0.0303,-0.9929,False
Gladiators Bowl,1,2,-0.518,-0.518,-0.5175,-0.9947,False
Octagon Athletes,1,2,-0.5181,-0.5181,-0.258,-0.9948,False
Face The Danger,2,4,-0.5191,-0.2318,0.2454,-0.9958,False
SBS,2,4,-0.53,-0.4854,-0.3662,-1.0067,False
RWE,5,8,-0.5376,-0.6464,-0.348,-1.0143,False
CNP,1,2,-0.5378,-0.5378,-0.3537,-1.0145,False
MMA,3,5,-0.5398,-0.3789,-0.289,-1.0165,False
Eiko,2,2,-0.5451,-0.5451,-0.2925,-1.0218,False
FFAA,2,3,-0.549,-0.549,-0.5278,-1.0257,False
NNB,1,2,-0.549,-0.549,-0.5384,-1.0257,False
WGFC,1,2,-0.5525,-0.5525,-0.1861,-1.0292,False
FFC Global,1,2,-0.5525,-0.5525,-0.1861,-1.0292,False
NCFC,1,2,-0.565,-0.565,-0.3282,-1.0417,False
M4TC,1,2,-0.5861,-0.5861,-0.1328,-1.0628,False
TNP,1,2,-0.5915,-0.5915,-0.5671,-1.0682,False
IASA,1,2,-0.5967,-0.5967,-0.2134,-1.0734,False
Titan Combat,1,2,-0.5967,-0.5967,-0.2134,-1.0734,False
SECC,1,2,-0.5967,-0.5967,-0.2134,-1.0734,False
TCMMA,2,3,-0.5967,-0.5967,0.17,-1.0734,False
Peak,1,2,-0.5967,-0.5967,-0.2134,-1.0734,False
UNU,3,4,-0.5971,-0.8167,-0.6391,-1.0738,False
Real Deal Championships,4,6,-0.6018,-0.599,0.17,-1.0785,False
KW,1,2,-0.6093,-0.6093,-0.5791,-1.086,False
CGA,2,4,-0.6111,-0.6378,-0.3255,-1.0878,False
CFU,5,7,-0.6243,-0.6093,-0.4061,-1.101,False
The Iron Fight 2.0,1,2,-0.6248,-0.6248,-0.5895,-1.1015,False
The Iron Fight,1,2,-0.6248,-0.6248,-0.5895,-1.1015,False
SL,1,2,-0.6282,-0.6282,-0.4824,-1.1049,False
WTFCA,3,6,-0.6313,-0.1349,0.1297,-1.108,False
MSC,1,2,-0.6334,-0.6334,-0.2358,-1.1101,False
AT,1,2,-0.6334,-0.6334,-0.2358,-1.1101,False
DC,1,2,-0.6357,-0.6357,-0.3546,-1.1124,False
Rostov Region Pankration Federation,1,2,-0.6501,-0.6501,-0.6066,-1.1268,False
FCMT,1,2,-0.6644,-0.6644,-0.4981,-1.1411,False
Danish MMA Night,1,2,-0.6666,-0.6666,-0.256,-1.1433,False
War of the Vikings,1,2,-0.6666,-0.6666,-0.256,-1.1433,False
MTGP,1,2,-0.6666,-0.6666,-0.256,-1.1433,False
StandUpWar,1,2,-0.6666,-0.6666,-0.256,-1.1433,False
KFN,1,2,-0.6666,-0.6666,-0.256,-1.1433,False
The M Fight League,1,2,-0.6666,-0.6666,-0.256,-1.1433,False
PLMMA 66 / 3F,1,2,-0.6666,-0.6666,-0.256,-1.1433,False
Westlake Productions,1,2,-0.6694,-0.6694,-0.2577,-1.1461,False
ICE,1,2,-0.6694,-0.6694,-0.2577,-1.1461,False
EWT,1,2,-0.6812,-0.6812,-0.6755,-1.1579,False
Acesso Show,1,2,-0.6888,-0.6888,-0.4151,-1.1655,False
Action Fight,1,2,-0.6893,-0.6893,-0.6331,-1.166,False
GP Fight,1,2,-0.6893,-0.6893,-0.6331,-1.166,False
Alternativa Fitness,1,2,-0.6905,-0.6905,-0.5238,-1.1672,False
Celtic Gladiator Academy,1,2,-0.6995,-0.6995,-0.2759,-1.1762,False
Intense Fight Championship,6,8,-0.7063,-0.6816,-0.1765,-1.183,False
DRAGON'S FIGHT MMA,1,2,-0.7082,-0.7082,-0.4443,-1.1849,False
Blockbuster MMA,1,2,-0.7106,-0.7106,-0.6474,-1.1873,False
FDI Real Kech,3,4,-0.7154,-0.9813,-0.1239,-1.1921,False
LBS Challenger,1,2,-0.7188,-0.7188,-0.194,-1.1955,False
LeLeo Code,1,2,-0.7381,-0.7381,-0.2106,-1.2148,False
Shaolin Ryu,6,9,-0.753,-0.3147,0.0229,-1.2297,False
QFC,1,2,-0.7679,-0.7679,-0.686,-1.2446,False
DPFS,1,2,-0.7728,-0.7728,-0.6894,-1.2495,False
Benaltor Fighting Championship,1,2,-0.7728,-0.7728,-0.6894,-1.2495,False
Kick Down,2,2,-0.7823,-0.7823,-0.3879,-1.259,False
MKOTR,4,5,-0.8224,-0.9288,-0.6596,-1.2991,False
Desafio,2,3,-0.8226,-0.8226,0.1233,-1.2993,False
Collision Fight Champions,1,2,-0.8226,-0.8226,-0.3496,-1.2993,False
Braga Pro,1,2,-0.8226,-0.8226,-0.3496,-1.2993,False
O Rei da Luta,1,2,-0.8226,-0.8226,-0.3496,-1.2993,False
IMMAC,1,2,-0.8286,-0.8286,-0.7679,-1.3053,False
RS,1,2,-0.8286,-0.8286,-0.7679,-1.3053,False
LFFC,1,2,-0.8325,-0.8325,-0.7295,-1.3092,False
BRS,1,2,-0.8325,-0.8325,-0.7295,-1.3092,False
Campania Kombat,1,2,-0.8335,-0.8335,-0.3561,-1.3102,False
Gloria,1,2,-0.8335,-0.8335,-0.3561,-1.3102,False
Savage Fight Club,1,2,-0.8335,-0.8335,-0.3561,-1.3102,False
CFB,1,2,-0.8335,-0.8335,-0.3561,-1.3102,False
IK,1,2,-0.8905,-0.8905,-0.6811,-1.3672,False
Forza FC,1,2,-0.8984,-0.8984,-0.5743,-1.3751,False
AFG,1,2,-0.899,-0.899,-0.4644,-1.3757,False
Up N Up,1,2,-0.9043,-0.9043,-0.8605,-1.381,False
Rhinos,1,2,-0.9267,-0.9267,-0.3707,-1.4034,False
Blueblood MMA,1,2,-0.9288,-0.9288,-0.7942,-1.4055,False
WhiteApe MMA,1,2,-0.9288,-0.9288,-0.7942,-1.4055,False
ZFC,2,3,-0.9681,-1.2701,-0.4698,-1.4448,False
Professional Fighters Combat,1,2,-0.9705,-0.9705,-0.4363,-1.4472,False
Gladiador Fighting Championships,1,2,-0.9705,-0.9705,-0.4363,-1.4472,False
MRWF,1,2,-0.9705,-0.9705,-0.4363,-1.4472,False
Fight Leste,1,2,-1.0152,-1.0152,-0.6385,-1.4919,False
The Lion Fight Series,1,2,-1.0212,-1.0212,-0.5125,-1.4979,False
MMAX FC,1,2,-1.0284,-1.0284,-0.8609,-1.5051,False
CINTHEC,1,2,-1.1819,-1.1819,-0.8787,-1.6586,False
GOCFC,1,2,-1.2773,-1.2773,-0.6102,-1.754,False
Combat Challenge,1,2,-1.2773,-1.2773,-0.6102,-1.754,False
